"","Location","Trap #","Trip","date_time","name","value","sampling"
"1333","Catfish","C4A",7,2022-09-07 04:43:37,"YSI Bottom Pressure","745.8","Catfish1"
"1334","Catfish","C4A",7,2022-09-07 04:43:37,"YSI Bottom DO %L","40.9","Catfish1"
"1335","Catfish","C4A",7,2022-09-07 04:43:37,"YSI Bottom DO mg/L","3.29","Catfish1"
"1336","Catfish","C4A",7,2022-09-07 04:43:37,"YSI Bottom SPC","60.8","Catfish1"
"1337","Catfish","C4A",7,2022-09-07 04:43:37,"YSI Bottom C","61.4","Catfish1"
"1338","Catfish","C4A",7,2022-09-07 04:43:37,"YSI Bottom pH","7","Catfish1"
"1339","Catfish","C4C",7,2022-09-07 04:52:21,"YSI Top Temp","25.4","Catfish1"
"1340","Catfish","C4C",7,2022-09-07 04:52:21,"YSI Top Pressure","745.7","Catfish1"
"1341","Catfish","C4C",7,2022-09-07 04:52:21,"YSI Top DO %L","48.9","Catfish1"
"1342","Catfish","C4C",7,2022-09-07 04:52:21,"YSI Top DO mg/L","4.01","Catfish1"
"1343","Catfish","C4C",7,2022-09-07 04:52:21,"YSI Top SPC","60.6","Catfish1"
"1344","Catfish","C4C",7,2022-09-07 04:52:21,"YSI Top C","61","Catfish1"
"1345","Catfish","C4C",7,2022-09-07 04:52:21,"YSI Top pH","7.02","Catfish1"
"1346","Catfish","C4C",7,2022-09-07 04:52:21,"YSI Bottom Temp","25.4","Catfish1"
"1347","Catfish","C4C",7,2022-09-07 04:52:21,"YSI Bottom Pressure","745.7","Catfish1"
"1348","Catfish","C4C",7,2022-09-07 04:52:21,"YSI Bottom DO %L","24.8","Catfish1"
"1349","Catfish","C4C",7,2022-09-07 04:52:21,"YSI Bottom DO mg/L","2","Catfish1"
"1350","Catfish","C4C",7,2022-09-07 04:52:21,"YSI Bottom SPC","63.8","Catfish1"
"1351","Catfish","C4C",7,2022-09-07 04:52:21,"YSI Bottom C","64","Catfish1"
"1352","Catfish","C4C",7,2022-09-07 04:52:21,"YSI Bottom pH","6.88","Catfish1"
"1353","Catfish","C2A",8,2022-09-07 07:13:34,"YSI Top Temp","25.3","Catfish1"
"1354","Catfish","C2A",8,2022-09-07 07:13:34,"YSI Top Pressure","745.7","Catfish1"
"1355","Catfish","C2A",8,2022-09-07 07:13:34,"YSI Top DO %L","55.8","Catfish1"
"1356","Catfish","C2A",8,2022-09-07 07:13:34,"YSI Top DO mg/L","4.5","Catfish1"
"1357","Catfish","C2A",8,2022-09-07 07:13:34,"YSI Top SPC","59.5","Catfish1"
"1358","Catfish","C2A",8,2022-09-07 07:13:34,"YSI Top C","59.9","Catfish1"
"1359","Catfish","C2A",8,2022-09-07 07:13:34,"YSI Top pH","7.15","Catfish1"
"1360","Catfish","C2A",8,2022-09-07 07:13:34,"YSI Bottom Temp","25.3","Catfish1"
"1361","Catfish","C2A",8,2022-09-07 07:13:34,"YSI Bottom Pressure","745.7","Catfish1"
"1362","Catfish","C2A",8,2022-09-07 07:13:34,"YSI Bottom DO %L","57.6","Catfish1"
"1363","Catfish","C2A",8,2022-09-07 07:13:34,"YSI Bottom DO mg/L","4.67","Catfish1"
"1364","Catfish","C2A",8,2022-09-07 07:13:34,"YSI Bottom SPC","59.5","Catfish1"
"1365","Catfish","C2A",8,2022-09-07 07:13:34,"YSI Bottom C","59.9","Catfish1"
"1366","Catfish","C2A",8,2022-09-07 07:13:34,"YSI Bottom pH","7.12","Catfish1"
"1367","Catfish","C2C",8,2022-09-07 07:20:35,"YSI Top Temp","25.3","Catfish1"
"1368","Catfish","C2C",8,2022-09-07 07:20:35,"YSI Top Pressure","745.7","Catfish1"
"1369","Catfish","C2C",8,2022-09-07 07:20:35,"YSI Top DO %L","60.2","Catfish1"
"1370","Catfish","C2C",8,2022-09-07 07:20:35,"YSI Top DO mg/L","4.85","Catfish1"
"1371","Catfish","C2C",8,2022-09-07 07:20:35,"YSI Top SPC","59.3","Catfish1"
"1372","Catfish","C2C",8,2022-09-07 07:20:35,"YSI Top C","59.7","Catfish1"
"1373","Catfish","C2C",8,2022-09-07 07:20:35,"YSI Top pH","7.17","Catfish1"
"1374","Catfish","C2C",8,2022-09-07 07:20:35,"YSI Bottom Temp","25.2","Catfish1"
"1375","Catfish","C2C",8,2022-09-07 07:20:35,"YSI Bottom Pressure","745.7","Catfish1"
"1376","Catfish","C2C",8,2022-09-07 07:20:35,"YSI Bottom DO %L","15.9","Catfish1"
"1377","Catfish","C2C",8,2022-09-07 07:20:35,"YSI Bottom DO mg/L","1.28","Catfish1"
"1378","Catfish","C2C",8,2022-09-07 07:20:35,"YSI Bottom SPC","61.5","Catfish1"
"1379","Catfish","C2C",8,2022-09-07 07:20:35,"YSI Bottom C","61.6","Catfish1"
"1380","Catfish","C2C",8,2022-09-07 07:20:35,"YSI Bottom pH","7","Catfish1"
"1381","Catfish","C4A",8,2022-09-07 07:36:15,"YSI Top Temp","25.2","Catfish1"
"1382","Catfish","C4A",8,2022-09-07 07:36:15,"YSI Top Pressure","745.7","Catfish1"
"1383","Catfish","C4A",8,2022-09-07 07:36:15,"YSI Top DO %L","54.1","Catfish1"
"1384","Catfish","C4A",8,2022-09-07 07:36:15,"YSI Top DO mg/L","4.35","Catfish1"
"1385","Catfish","C4A",8,2022-09-07 07:36:15,"YSI Top SPC","60.2","Catfish1"
"1386","Catfish","C4A",8,2022-09-07 07:36:15,"YSI Top C","60.4","Catfish1"
"1387","Catfish","C4A",8,2022-09-07 07:36:15,"YSI Top pH","7.1","Catfish1"
"1388","Catfish","C4A",8,2022-09-07 07:36:15,"YSI Bottom Temp","25.2","Catfish1"
"1389","Catfish","C4A",8,2022-09-07 07:36:15,"YSI Bottom Pressure","745.8","Catfish1"
"1390","Catfish","C4A",8,2022-09-07 07:36:15,"YSI Bottom DO %L","45.8","Catfish1"
"1391","Catfish","C4A",8,2022-09-07 07:36:15,"YSI Bottom DO mg/L","3.7","Catfish1"
"1392","Catfish","C4A",8,2022-09-07 07:36:15,"YSI Bottom SPC","60.4","Catfish1"
"1393","Catfish","C4A",8,2022-09-07 07:36:15,"YSI Bottom C","60.6","Catfish1"
"1394","Catfish","C4A",8,2022-09-07 07:36:15,"YSI Bottom pH","7.07","Catfish1"
"1395","Catfish","C4C",8,2022-09-07 07:39:42,"YSI Top Temp","25.1","Catfish1"
"1396","Catfish","C4C",8,2022-09-07 07:39:42,"YSI Top Pressure","745.8","Catfish1"
"1397","Catfish","C4C",8,2022-09-07 07:39:42,"YSI Top DO %L","44","Catfish1"
"1398","Catfish","C4C",8,2022-09-07 07:39:42,"YSI Top DO mg/L","3.56","Catfish1"
"1399","Catfish","C4C",8,2022-09-07 07:39:42,"YSI Top SPC","60.7","Catfish1"
"1400","Catfish","C4C",8,2022-09-07 07:39:42,"YSI Top C","60.8","Catfish1"
"1401","Catfish","C4C",8,2022-09-07 07:39:42,"YSI Top pH","7.05","Catfish1"
"1402","Catfish","C4C",8,2022-09-07 07:39:42,"YSI Bottom Temp","25.1","Catfish1"
"1403","Catfish","C4C",8,2022-09-07 07:39:42,"YSI Bottom Pressure","745.8","Catfish1"
"1404","Catfish","C4C",8,2022-09-07 07:39:42,"YSI Bottom DO %L","24.6","Catfish1"
"1405","Catfish","C4C",8,2022-09-07 07:39:42,"YSI Bottom DO mg/L","1.99","Catfish1"
"1406","Catfish","C4C",8,2022-09-07 07:39:42,"YSI Bottom SPC","61.6","Catfish1"
"1407","Catfish","C4C",8,2022-09-07 07:39:42,"YSI Bottom C","61.7","Catfish1"
"1408","Catfish","C4C",8,2022-09-07 07:39:42,"YSI Bottom pH","6.97","Catfish1"
"1409","Catfish","C2A",1,2022-09-18 10:13:15,"YSI Top Temp","21.4","Catfish2"
"1410","Catfish","C2A",1,2022-09-18 10:13:15,"YSI Top Pressure","750.8","Catfish2"
"1411","Catfish","C2A",1,2022-09-18 10:13:15,"YSI Top DO %L","56.9","Catfish2"
"1412","Catfish","C2A",1,2022-09-18 10:13:15,"YSI Top DO mg/L","4.88","Catfish2"
"1413","Catfish","C2A",1,2022-09-18 10:13:15,"YSI Top SPC","59.9","Catfish2"
"1414","Catfish","C2A",1,2022-09-18 10:13:15,"YSI Top C","55.8","Catfish2"
"1415","Catfish","C2A",1,2022-09-18 10:13:15,"YSI Top pH","7.3","Catfish2"
"1416","Catfish","C2A",1,2022-09-18 10:13:15,"YSI Bottom Temp","21.4","Catfish2"
"1417","Catfish","C2A",1,2022-09-18 10:13:15,"YSI Bottom Pressure","750.8","Catfish2"
"1418","Catfish","C2A",1,2022-09-18 10:13:15,"YSI Bottom DO %L","49.1","Catfish2"
"1419","Catfish","C2A",1,2022-09-18 10:13:15,"YSI Bottom DO mg/L","4.28","Catfish2"
"1420","Catfish","C2A",1,2022-09-18 10:13:15,"YSI Bottom SPC","59.8","Catfish2"
"1421","Catfish","C2A",1,2022-09-18 10:13:15,"YSI Bottom C","55.7","Catfish2"
"1422","Catfish","C2A",1,2022-09-18 10:13:15,"YSI Bottom pH","7.22","Catfish2"
"1423","Catfish","C2C",1,2022-09-18 10:23:57,"YSI Top Temp","21.3","Catfish2"
"1424","Catfish","C2C",1,2022-09-18 10:23:57,"YSI Top Pressure","750.8","Catfish2"
"1425","Catfish","C2C",1,2022-09-18 10:23:57,"YSI Top DO %L","54.2","Catfish2"
"1426","Catfish","C2C",1,2022-09-18 10:23:57,"YSI Top DO mg/L","4.75","Catfish2"
"1427","Catfish","C2C",1,2022-09-18 10:23:57,"YSI Top SPC","59.9","Catfish2"
"1428","Catfish","C2C",1,2022-09-18 10:23:57,"YSI Top C","55.7","Catfish2"
"1429","Catfish","C2C",1,2022-09-18 10:23:57,"YSI Top pH","7.15","Catfish2"
"1430","Catfish","C2C",1,2022-09-18 10:23:57,"YSI Bottom Temp","21.3","Catfish2"
"1431","Catfish","C2C",1,2022-09-18 10:23:57,"YSI Bottom Pressure","750.8","Catfish2"
"1432","Catfish","C2C",1,2022-09-18 10:23:57,"YSI Bottom DO %L","53.8","Catfish2"
"1433","Catfish","C2C",1,2022-09-18 10:23:57,"YSI Bottom DO mg/L","4.71","Catfish2"
"1434","Catfish","C2C",1,2022-09-18 10:23:57,"YSI Bottom SPC","59.9","Catfish2"
"1435","Catfish","C2C",1,2022-09-18 10:23:57,"YSI Bottom C","55.6","Catfish2"
"1436","Catfish","C2C",1,2022-09-18 10:23:57,"YSI Bottom pH","7.12","Catfish2"
"1437","Catfish","C4A",1,2022-09-18 10:41:36,"YSI Top Temp","21.3","Catfish2"
"1438","Catfish","C4A",1,2022-09-18 10:41:36,"YSI Top Pressure","750.9","Catfish2"
"1439","Catfish","C4A",1,2022-09-18 10:41:36,"YSI Top DO %L","61","Catfish2"
"1440","Catfish","C4A",1,2022-09-18 10:41:36,"YSI Top DO mg/L","5.34","Catfish2"
"1441","Catfish","C4A",1,2022-09-18 10:41:36,"YSI Top SPC","60.2","Catfish2"
"1442","Catfish","C4A",1,2022-09-18 10:41:36,"YSI Top C","55.9","Catfish2"
"1443","Catfish","C4A",1,2022-09-18 10:41:36,"YSI Top pH","7.21","Catfish2"
"1444","Catfish","C4A",1,2022-09-18 10:41:36,"YSI Bottom Temp","21","Catfish2"
"1445","Catfish","C4A",1,2022-09-18 10:41:36,"YSI Bottom Pressure","750.8","Catfish2"
"1446","Catfish","C4A",1,2022-09-18 10:41:36,"YSI Bottom DO %L","39","Catfish2"
"1447","Catfish","C4A",1,2022-09-18 10:41:36,"YSI Bottom DO mg/L","3.44","Catfish2"
"1448","Catfish","C4A",1,2022-09-18 10:41:36,"YSI Bottom SPC","61.2","Catfish2"
"1449","Catfish","C4A",1,2022-09-18 10:41:36,"YSI Bottom C","56.6","Catfish2"
"1450","Catfish","C4A",1,2022-09-18 10:41:36,"YSI Bottom pH","7.01","Catfish2"
"1451","Catfish","C4C",1,2022-09-18 10:49:11,"YSI Top Temp","21.1","Catfish2"
"1452","Catfish","C4C",1,2022-09-18 10:49:11,"YSI Top Pressure","750.8","Catfish2"
"1453","Catfish","C4C",1,2022-09-18 10:49:11,"YSI Top DO %L","53.6","Catfish2"
"1454","Catfish","C4C",1,2022-09-18 10:49:11,"YSI Top DO mg/L","4.7","Catfish2"
"1455","Catfish","C4C",1,2022-09-18 10:49:11,"YSI Top SPC","60.4","Catfish2"
"1456","Catfish","C4C",1,2022-09-18 10:49:11,"YSI Top C","56","Catfish2"
"1457","Catfish","C4C",1,2022-09-18 10:49:11,"YSI Top pH","7.05","Catfish2"
"1458","Catfish","C4C",1,2022-09-18 10:49:11,"YSI Bottom Temp","21","Catfish2"
"1459","Catfish","C4C",1,2022-09-18 10:49:11,"YSI Bottom Pressure","750.8","Catfish2"
"1460","Catfish","C4C",1,2022-09-18 10:49:11,"YSI Bottom DO %L","48","Catfish2"
"1461","Catfish","C4C",1,2022-09-18 10:49:11,"YSI Bottom DO mg/L","4.23","Catfish2"
"1462","Catfish","C4C",1,2022-09-18 10:49:11,"YSI Bottom SPC","61.1","Catfish2"
"1463","Catfish","C4C",1,2022-09-18 10:49:11,"YSI Bottom C","56.5","Catfish2"
"1464","Catfish","C4C",1,2022-09-18 10:49:11,"YSI Bottom pH","7.03","Catfish2"
"1465","Catfish","C2A",2,2022-09-18 13:06:04,"YSI Top Temp","22.4","Catfish2"
"1466","Catfish","C2A",2,2022-09-18 13:06:04,"YSI Top Pressure","750.4","Catfish2"
"1467","Catfish","C2A",2,2022-09-18 13:06:04,"YSI Top DO %L","73","Catfish2"
"1468","Catfish","C2A",2,2022-09-18 13:06:04,"YSI Top DO mg/L","6.27","Catfish2"
"1469","Catfish","C2A",2,2022-09-18 13:06:04,"YSI Top SPC","60.2","Catfish2"
"1470","Catfish","C2A",2,2022-09-18 13:06:04,"YSI Top C","57","Catfish2"
"1471","Catfish","C2A",2,2022-09-18 13:06:04,"YSI Top pH","7.25","Catfish2"
"1472","Catfish","C2A",2,2022-09-18 13:06:04,"YSI Bottom Temp","21.5","Catfish2"
"1473","Catfish","C2A",2,2022-09-18 13:06:04,"YSI Bottom Pressure","750.4","Catfish2"
"1474","Catfish","C2A",2,2022-09-18 13:06:04,"YSI Bottom DO %L","64.1","Catfish2"
"1475","Catfish","C2A",2,2022-09-18 13:06:04,"YSI Bottom DO mg/L","5.59","Catfish2"
"1476","Catfish","C2A",2,2022-09-18 13:06:04,"YSI Bottom SPC","60","Catfish2"
"1477","Catfish","C2A",2,2022-09-18 13:06:04,"YSI Bottom C","55.9","Catfish2"
"1478","Catfish","C2A",2,2022-09-18 13:06:04,"YSI Bottom pH","7.16","Catfish2"
"1479","Catfish","C2C",2,2022-09-18 13:13:40,"YSI Top Temp","21.8","Catfish2"
"1480","Catfish","C2C",2,2022-09-18 13:13:40,"YSI Top Pressure","750.5","Catfish2"
"1481","Catfish","C2C",2,2022-09-18 13:13:40,"YSI Top DO %L","60","Catfish2"
"1482","Catfish","C2C",2,2022-09-18 13:13:40,"YSI Top DO mg/L","5.18","Catfish2"
"1483","Catfish","C2C",2,2022-09-18 13:13:40,"YSI Top SPC","60.1","Catfish2"
"1484","Catfish","C2C",2,2022-09-18 13:13:40,"YSI Top C","56.6","Catfish2"
"1485","Catfish","C2C",2,2022-09-18 13:13:40,"YSI Top pH","7.22","Catfish2"
"1486","Catfish","C2C",2,2022-09-18 13:13:40,"YSI Bottom Temp","21.4","Catfish2"
"1487","Catfish","C2C",2,2022-09-18 13:13:40,"YSI Bottom Pressure","750.5","Catfish2"
"1488","Catfish","C2C",2,2022-09-18 13:13:40,"YSI Bottom DO %L","60","Catfish2"
"1489","Catfish","C2C",2,2022-09-18 13:13:40,"YSI Bottom DO mg/L","5.24","Catfish2"
"1490","Catfish","C2C",2,2022-09-18 13:13:40,"YSI Bottom SPC","60.1","Catfish2"
"1491","Catfish","C2C",2,2022-09-18 13:13:40,"YSI Bottom C","55.9","Catfish2"
"1492","Catfish","C2C",2,2022-09-18 13:13:40,"YSI Bottom pH","7.13","Catfish2"
"1493","Catfish","C4A",2,2022-09-18 13:28:39,"YSI Top Temp","21.4","Catfish2"
"1494","Catfish","C4A",2,2022-09-18 13:28:39,"YSI Top Pressure","750.4","Catfish2"
"1495","Catfish","C4A",2,2022-09-18 13:28:39,"YSI Top DO %L","62","Catfish2"
"1496","Catfish","C4A",2,2022-09-18 13:28:39,"YSI Top DO mg/L","5.37","Catfish2"
"1497","Catfish","C4A",2,2022-09-18 13:28:39,"YSI Top SPC","60.2","Catfish2"
"1498","Catfish","C4A",2,2022-09-18 13:28:39,"YSI Top C","56.5","Catfish2"
"1499","Catfish","C4A",2,2022-09-18 13:28:39,"YSI Top pH","7.17","Catfish2"
"1500","Catfish","C4A",2,2022-09-18 13:28:39,"YSI Bottom Temp","21.4","Catfish2"
"1501","Catfish","C4A",2,2022-09-18 13:28:39,"YSI Bottom Pressure","750.3","Catfish2"
"1502","Catfish","C4A",2,2022-09-18 13:28:39,"YSI Bottom DO %L","55.1","Catfish2"
"1503","Catfish","C4A",2,2022-09-18 13:28:39,"YSI Bottom DO mg/L","4.81","Catfish2"
"1504","Catfish","C4A",2,2022-09-18 13:28:39,"YSI Bottom SPC","60.4","Catfish2"
"1505","Catfish","C4A",2,2022-09-18 13:28:39,"YSI Bottom C","56.3","Catfish2"
"1506","Catfish","C4A",2,2022-09-18 13:28:39,"YSI Bottom pH","7.15","Catfish2"
"1507","Catfish","C4C",2,2022-09-18 13:34:06,"YSI Top Temp","21.8","Catfish2"
"1508","Catfish","C4C",2,2022-09-18 13:34:06,"YSI Top Pressure","750.4","Catfish2"
"1509","Catfish","C4C",2,2022-09-18 13:34:06,"YSI Top DO %L","60.1","Catfish2"
"1510","Catfish","C4C",2,2022-09-18 13:34:06,"YSI Top DO mg/L","5.22","Catfish2"
"1511","Catfish","C4C",2,2022-09-18 13:34:06,"YSI Top SPC","60.1","Catfish2"
"1512","Catfish","C4C",2,2022-09-18 13:34:06,"YSI Top C","56.3","Catfish2"
"1513","Catfish","C4C",2,2022-09-18 13:34:06,"YSI Top pH","7.14","Catfish2"
"1514","Catfish","C4C",2,2022-09-18 13:34:06,"YSI Bottom Temp","21.1","Catfish2"
"1515","Catfish","C4C",2,2022-09-18 13:34:06,"YSI Bottom Pressure","750.2","Catfish2"
"1516","Catfish","C4C",2,2022-09-18 13:34:06,"YSI Bottom DO %L","46","Catfish2"
"1517","Catfish","C4C",2,2022-09-18 13:34:06,"YSI Bottom DO mg/L","4.06","Catfish2"
"1518","Catfish","C4C",2,2022-09-18 13:34:06,"YSI Bottom SPC","61.2","Catfish2"
"1519","Catfish","C4C",2,2022-09-18 13:34:06,"YSI Bottom C","56.7","Catfish2"
"1520","Catfish","C4C",2,2022-09-18 13:34:06,"YSI Bottom pH","7.15","Catfish2"
"1521","Catfish","C2A",3,2022-09-18 15:59:43,"YSI Top Temp","22.7","Catfish2"
"1522","Catfish","C2A",3,2022-09-18 15:59:43,"YSI Top Pressure","748.8","Catfish2"
"1523","Catfish","C2A",3,2022-09-18 15:59:43,"YSI Top DO %L","77.5","Catfish2"
"1524","Catfish","C2A",3,2022-09-18 15:59:43,"YSI Top DO mg/L","6.55","Catfish2"
"1525","Catfish","C2A",3,2022-09-18 15:59:43,"YSI Top SPC","60","Catfish2"
"1526","Catfish","C2A",3,2022-09-18 15:59:43,"YSI Top C","57.5","Catfish2"
"1527","Catfish","C2A",3,2022-09-18 15:59:43,"YSI Top pH","7.33","Catfish2"
"1528","Catfish","C2A",3,2022-09-18 15:59:43,"YSI Bottom Temp","21.7","Catfish2"
"1529","Catfish","C2A",3,2022-09-18 15:59:43,"YSI Bottom Pressure","748.9","Catfish2"
"1530","Catfish","C2A",3,2022-09-18 15:59:43,"YSI Bottom DO %L","74.4","Catfish2"
"1531","Catfish","C2A",3,2022-09-18 15:59:43,"YSI Bottom DO mg/L","6.44","Catfish2"
"1532","Catfish","C2A",3,2022-09-18 15:59:43,"YSI Bottom SPC","59.9","Catfish2"
"1533","Catfish","C2A",3,2022-09-18 15:59:43,"YSI Bottom C","56.2","Catfish2"
"1534","Catfish","C2A",3,2022-09-18 15:59:43,"YSI Bottom pH","7.28","Catfish2"
"1535","Catfish","C2C",3,2022-09-18 16:05:17,"YSI Top Temp","22.6","Catfish2"
"1536","Catfish","C2C",3,2022-09-18 16:05:17,"YSI Top Pressure","748.7","Catfish2"
"1537","Catfish","C2C",3,2022-09-18 16:05:17,"YSI Top DO %L","66.2","Catfish2"
"1538","Catfish","C2C",3,2022-09-18 16:05:17,"YSI Top DO mg/L","5.64","Catfish2"
"1539","Catfish","C2C",3,2022-09-18 16:05:17,"YSI Top SPC","60.2","Catfish2"
"1540","Catfish","C2C",3,2022-09-18 16:05:17,"YSI Top C","57.5","Catfish2"
"1541","Catfish","C2C",3,2022-09-18 16:05:17,"YSI Top pH","7.28","Catfish2"
"1542","Catfish","C2C",3,2022-09-18 16:05:17,"YSI Bottom Temp","21.6","Catfish2"
"1543","Catfish","C2C",3,2022-09-18 16:05:17,"YSI Bottom Pressure","748.7","Catfish2"
"1544","Catfish","C2C",3,2022-09-18 16:05:17,"YSI Bottom DO %L","64.5","Catfish2"
"1545","Catfish","C2C",3,2022-09-18 16:05:17,"YSI Bottom DO mg/L","5.58","Catfish2"
"1546","Catfish","C2C",3,2022-09-18 16:05:17,"YSI Bottom SPC","60.1","Catfish2"
"1547","Catfish","C2C",3,2022-09-18 16:05:17,"YSI Bottom C","56.2","Catfish2"
"1548","Catfish","C2C",3,2022-09-18 16:05:17,"YSI Bottom pH","7.16","Catfish2"
"1549","Catfish","C4A",3,2022-09-18 16:18:46,"YSI Top Temp","23.2","Catfish2"
"1550","Catfish","C4A",3,2022-09-18 16:18:46,"YSI Top Pressure","748.7","Catfish2"
"1551","Catfish","C4A",3,2022-09-18 16:18:46,"YSI Top DO %L","69.5","Catfish2"
"1552","Catfish","C4A",3,2022-09-18 16:18:46,"YSI Top DO mg/L","5.83","Catfish2"
"1553","Catfish","C4A",3,2022-09-18 16:18:46,"YSI Top SPC","60.2","Catfish2"
"1554","Catfish","C4A",3,2022-09-18 16:18:46,"YSI Top C","58.1","Catfish2"
"1555","Catfish","C4A",3,2022-09-18 16:18:46,"YSI Top pH","7.26","Catfish2"
"1556","Catfish","C4A",3,2022-09-18 16:18:46,"YSI Bottom Temp","22","Catfish2"
"1557","Catfish","C4A",3,2022-09-18 16:18:46,"YSI Bottom Pressure","748.7","Catfish2"
"1558","Catfish","C4A",3,2022-09-18 16:18:46,"YSI Bottom DO %L","49.8","Catfish2"
"1559","Catfish","C4A",3,2022-09-18 16:18:46,"YSI Bottom DO mg/L","4.3","Catfish2"
"1560","Catfish","C4A",3,2022-09-18 16:18:46,"YSI Bottom SPC","60.4","Catfish2"
"1561","Catfish","C4A",3,2022-09-18 16:18:46,"YSI Bottom C","57","Catfish2"
"1562","Catfish","C4A",3,2022-09-18 16:18:46,"YSI Bottom pH","7.13","Catfish2"
"1563","Catfish","C4C",3,2022-09-18 16:25:29,"YSI Top Temp","23.1","Catfish2"
"1564","Catfish","C4C",3,2022-09-18 16:25:29,"YSI Top Pressure","748.6","Catfish2"
"1565","Catfish","C4C",3,2022-09-18 16:25:29,"YSI Top DO %L","74.5","Catfish2"
"1566","Catfish","C4C",3,2022-09-18 16:25:29,"YSI Top DO mg/L","6.52","Catfish2"
"1567","Catfish","C4C",3,2022-09-18 16:25:29,"YSI Top SPC","60.2","Catfish2"
"1568","Catfish","C4C",3,2022-09-18 16:25:29,"YSI Top C","58","Catfish2"
"1569","Catfish","C4C",3,2022-09-18 16:25:29,"YSI Top pH","7.23","Catfish2"
"1570","Catfish","C4C",3,2022-09-18 16:25:29,"YSI Bottom Temp","21.8","Catfish2"
"1571","Catfish","C4C",3,2022-09-18 16:25:29,"YSI Bottom Pressure","748.5","Catfish2"
"1572","Catfish","C4C",3,2022-09-18 16:25:29,"YSI Bottom DO %L","78.3","Catfish2"
"1573","Catfish","C4C",3,2022-09-18 16:25:29,"YSI Bottom DO mg/L","6.77","Catfish2"
"1574","Catfish","C4C",3,2022-09-18 16:25:29,"YSI Bottom SPC","60.1","Catfish2"
"1575","Catfish","C4C",3,2022-09-18 16:25:29,"YSI Bottom C","56.4","Catfish2"
"1576","Catfish","C4C",3,2022-09-18 16:25:29,"YSI Bottom pH","7.22","Catfish2"
"1577","Catfish","C2A",4,2022-09-18 19:00:37,"YSI Top Temp","22.7","Catfish2"
"1578","Catfish","C2A",4,2022-09-18 19:00:37,"YSI Top Pressure","748.1","Catfish2"
"1579","Catfish","C2A",4,2022-09-18 19:00:37,"YSI Top DO %L","68.3","Catfish2"
"1580","Catfish","C2A",4,2022-09-18 19:00:37,"YSI Top DO mg/L","5.73","Catfish2"
"1581","Catfish","C2A",4,2022-09-18 19:00:37,"YSI Top SPC","60.1","Catfish2"
"1582","Catfish","C2A",4,2022-09-18 19:00:37,"YSI Top C","57.6","Catfish2"
"1583","Catfish","C2A",4,2022-09-18 19:00:37,"YSI Top pH","7.38","Catfish2"
"1584","Catfish","C2A",4,2022-09-18 19:00:37,"YSI Bottom Temp","21.8","Catfish2"
"1585","Catfish","C2A",4,2022-09-18 19:00:37,"YSI Bottom Pressure","748.1","Catfish2"
"1586","Catfish","C2A",4,2022-09-18 19:00:37,"YSI Bottom DO %L","72.6","Catfish2"
"1587","Catfish","C2A",4,2022-09-18 19:00:37,"YSI Bottom DO mg/L","6.28","Catfish2"
"1588","Catfish","C2A",4,2022-09-18 19:00:37,"YSI Bottom SPC","60.4","Catfish2"
"1589","Catfish","C2A",4,2022-09-18 19:00:37,"YSI Bottom C","56.7","Catfish2"
"1590","Catfish","C2A",4,2022-09-18 19:00:37,"YSI Bottom pH","7.27","Catfish2"
"1591","Catfish","C2C",4,2022-09-18 19:06:49,"YSI Top Temp","22.4","Catfish2"
"1592","Catfish","C2C",4,2022-09-18 19:06:49,"YSI Top Pressure","748.1","Catfish2"
"1593","Catfish","C2C",4,2022-09-18 19:06:49,"YSI Top DO %L","68.4","Catfish2"
"1594","Catfish","C2C",4,2022-09-18 19:06:49,"YSI Top DO mg/L","5.79","Catfish2"
"1595","Catfish","C2C",4,2022-09-18 19:06:49,"YSI Top SPC","60.1","Catfish2"
"1596","Catfish","C2C",4,2022-09-18 19:06:49,"YSI Top C","57","Catfish2"
"1597","Catfish","C2C",4,2022-09-18 19:06:49,"YSI Top pH","7.35","Catfish2"
"1598","Catfish","C2C",4,2022-09-18 19:06:49,"YSI Bottom Temp","21.5","Catfish2"
"1599","Catfish","C2C",4,2022-09-18 19:06:49,"YSI Bottom Pressure","748.1","Catfish2"
"1600","Catfish","C2C",4,2022-09-18 19:06:49,"YSI Bottom DO %L","66.6","Catfish2"
"1601","Catfish","C2C",4,2022-09-18 19:06:49,"YSI Bottom DO mg/L","5.78","Catfish2"
"1602","Catfish","C2C",4,2022-09-18 19:06:49,"YSI Bottom SPC","60","Catfish2"
"1603","Catfish","C2C",4,2022-09-18 19:06:49,"YSI Bottom C","56","Catfish2"
"1604","Catfish","C2C",4,2022-09-18 19:06:49,"YSI Bottom pH","7.24","Catfish2"
"1605","Catfish","C4A",4,2022-09-18 19:19:10,"YSI Top Temp","22.6","Catfish2"
"1606","Catfish","C4A",4,2022-09-18 19:19:10,"YSI Top Pressure","748.2","Catfish2"
"1607","Catfish","C4A",4,2022-09-18 19:19:10,"YSI Top DO %L","67.8","Catfish2"
"1608","Catfish","C4A",4,2022-09-18 19:19:10,"YSI Top DO mg/L","5.76","Catfish2"
"1609","Catfish","C4A",4,2022-09-18 19:19:10,"YSI Top SPC","61.2","Catfish2"
"1610","Catfish","C4A",4,2022-09-18 19:19:10,"YSI Top C","58","Catfish2"
